date,village,state,latitude,longitude,rainfall_mm,days_since_last_rain,turbidity_ntu,ph_level,dissolved_oxygen_mgL,bacterial_count_cfu,reported_symptom_cases,population_at_risk,outbreak_risk_probability,outbreak_next_7days
2026-02-26,Shillong Rural,Meghalaya,25.57,91.88,1.08,2,4.63,6.25,6.08,167.6,2,2057,0.177,0
2026-02-27,Shillong Rural,Meghalaya,25.57,91.88,15.41,0,6.12,5.46,6.19,105.4,2,648,0.512,1
2026-02-28,Shillong Rural,Meghalaya,25.57,91.88,12.71,0,6.31,6.41,5.68,80.2,2,575,0.429,0
2026-03-01,Shillong Rural,Meghalaya,25.57,91.88,3.78,0,5.13,6.54,5.45,49.6,1,455,0.269,0
2026-03-02,Shillong Rural,Meghalaya,25.57,91.88,11.44,0,5.05,6.27,8.83,48.4,4,1790,0.438,0
2026-03-03,Shillong Rural,Meghalaya,25.57,91.88,7.64,0,2.54,7.01,7.56,50.8,0,2166,0.233,0
2026-03-04,Shillong Rural,Meghalaya,25.57,91.88,4.77,0,3.34,7.2,4.68,99.2,1,1032,0.217,0
2026-03-05,Shillong Rural,Meghalaya,25.57,91.88,15.53,0,7.07,6.14,5.23,93.6,0,1773,0.455,1
2026-03-06,Shillong Rural,Meghalaya,25.57,91.88,8.82,0,4.65,7.13,8.39,116.8,5,1570,0.518,1
2026-03-07,Shillong Rural,Meghalaya,25.57,91.88,4.58,0,6.53,6.6,7.56,89.4,1,1222,0.254,0
2026-03-08,Shillong Rural,Meghalaya,25.57,91.88,0.78,1,4.73,6.31,6.6,0.0,1,2509,0.173,0
2026-03-09,Shillong Rural,Meghalaya,25.57,91.88,15.51,0,9.05,7.76,5.65,91.1,0,2344,0.377,0
2026-03-10,Shillong Rural,Meghalaya,25.57,91.88,6.06,0,4.48,5.89,7.44,37.1,1,829,0.334,0
2026-03-11,Shillong Rural,Meghalaya,25.57,91.88,0.9,1,6.59,7.04,7.79,80.5,2,2016,0.359,0
2026-03-12,Shillong Rural,Meghalaya,25.57,91.88,4.99,0,7.53,7.36,6.59,103.9,1,973,0.319,0
2026-03-13,Shillong Rural,Meghalaya,25.57,91.88,0.41,1,4.94,7.08,6.14,43.9,2,2355,0.225,0
2026-03-14,Shillong Rural,Meghalaya,25.57,91.88,1.38,2,4.3,6.62,6.84,75.7,3,1383,0.228,0
2026-03-15,Shillong Rural,Meghalaya,25.57,91.88,1.01,3,2.78,7.11,7.04,57.0,2,2731,0.209,0
2026-03-16,Shillong Rural,Meghalaya,25.57,91.88,2.19,0,7.32,7.04,6.59,103.2,2,2710,0.294,0
2026-03-17,Shillong Rural,Meghalaya,25.57,91.88,26.22,0,2.91,7.96,6.07,143.2,1,2235,0.571,1
2026-03-18,Shillong Rural,Meghalaya,25.57,91.88,0.34,1,1.63,6.82,6.68,93.6,1,957,0.277,0
2026-03-19,Shillong Rural,Meghalaya,25.57,91.88,0.35,2,2.91,6.71,8.12,101.7,1,2353,0.184,0
2026-03-20,Shillong Rural,Meghalaya,25.57,91.88,2.31,0,4.12,7.73,4.16,87.3,2,2763,0.365,0
2026-03-21,Shillong Rural,Meghalaya,25.57,91.88,8.9,0,3.51,7.81,5.93,80.2,2,1579,0.332,0
2026-03-22,Shillong Rural,Meghalaya,25.57,91.88,19.91,0,5.08,7.2,4.4,150.1,4,1782,0.505,1
2026-03-23,Shillong Rural,Meghalaya,25.57,91.88,0.19,1,3.57,6.78,5.89,60.7,0,2181,0.169,0
2026-03-24,Shillong Rural,Meghalaya,25.57,91.88,23.46,0,4.96,7.63,7.49,58.2,2,2202,0.561,1
2026-03-25,Shillong Rural,Meghalaya,25.57,91.88,5.76,0,5.4,6.3,6.13,72.2,1,929,0.232,0
2026-03-26,Shillong Rural,Meghalaya,25.57,91.88,3.29,0,5.68,6.53,6.49,75.7,2,584,0.337,0
2026-03-27,Shillong Rural,Meghalaya,25.57,91.88,1.29,1,5.56,6.52,4.89,145.4,0,344,0.153,0
2026-03-28,Shillong Rural,Meghalaya,25.57,91.88,3.29,0,3.08,7.45,4.98,41.9,0,1215,0.166,0
2026-03-29,Shillong Rural,Meghalaya,25.57,91.88,8.55,0,5.08,6.5,6.58,89.0,1,2176,0.271,0
2026-03-30,Shillong Rural,Meghalaya,25.57,91.88,16.09,0,5.05,5.9,4.92,143.4,2,1709,0.462,1
2026-03-31,Shillong Rural,Meghalaya,25.57,91.88,7.38,0,3.29,6.57,6.52,60.7,1,2377,0.267,0
2026-04-01,Shillong Rural,Meghalaya,25.57,91.88,3.8,0,5.75,6.97,7.89,57.9,2,635,0.266,0
2026-04-02,Shillong Rural,Meghalaya,25.57,91.88,3.34,0,5.02,7.47,6.45,77.6,0,1087,0.114,0
2026-04-03,Shillong Rural,Meghalaya,25.57,91.88,5.27,0,5.91,7.66,6.43,150.9,4,2192,0.466,1
2026-04-04,Shillong Rural,Meghalaya,25.57,91.88,7.35,0,0.52,7.38,6.21,22.1,2,422,0.307,0
2026-04-05,Shillong Rural,Meghalaya,25.57,91.88,0.68,1,3.62,7.33,6.3,47.4,0,2456,0.175,0
2026-04-06,Shillong Rural,Meghalaya,25.57,91.88,17.97,0,0.5,6.19,7.61,73.1,0,2537,0.324,0
2026-04-07,Shillong Rural,Meghalaya,25.57,91.88,6.22,0,5.84,8.66,6.62,71.5,2,2258,0.346,0
2026-04-08,Shillong Rural,Meghalaya,25.57,91.88,34.95,0,6.92,7.85,3.51,143.7,1,2478,0.629,1
2026-04-09,Shillong Rural,Meghalaya,25.57,91.88,10.73,0,3.49,7.21,4.61,92.1,3,1157,0.355,0
2026-04-10,Shillong Rural,Meghalaya,25.57,91.88,0.91,1,2.65,8.53,5.73,45.6,0,2102,0.213,0
2026-04-11,Shillong Rural,Meghalaya,25.57,91.88,8.12,0,8.75,6.99,5.49,87.7,5,1952,0.468,1
2026-04-12,Shillong Rural,Meghalaya,25.57,91.88,6.04,0,6.22,7.19,6.71,118.6,2,1220,0.345,0
2026-04-13,Shillong Rural,Meghalaya,25.57,91.88,0.51,1,4.21,5.72,7.05,54.3,3,2923,0.392,0
2026-04-14,Shillong Rural,Meghalaya,25.57,91.88,4.89,0,2.25,6.42,3.81,115.5,1,1819,0.236,0
2026-04-15,Shillong Rural,Meghalaya,25.57,91.88,6.97,0,1.33,6.39,6.16,31.7,1,756,0.391,0
2026-04-16,Shillong Rural,Meghalaya,25.57,91.88,0.83,1,6.46,6.8,5.88,109.9,2,720,0.184,0
2026-04-17,Shillong Rural,Meghalaya,25.57,91.88,0.67,2,6.47,7.19,6.44,76.8,3,2954,0.317,0
2026-04-18,Shillong Rural,Meghalaya,25.57,91.88,43.48,0,3.28,7.24,5.91,29.9,1,1069,0.674,1
2026-04-19,Shillong Rural,Meghalaya,25.57,91.88,8.26,0,3.73,6.91,7.51,86.0,1,1021,0.299,0
2026-04-20,Shillong Rural,Meghalaya,25.57,91.88,2.46,0,5.08,6.54,6.51,17.6,0,523,0.135,0
2026-04-21,Shillong Rural,Meghalaya,25.57,91.88,1.99,1,6.41,8.16,8.18,117.9,1,2695,0.254,0
2026-04-22,Shillong Rural,Meghalaya,25.57,91.88,2.24,0,3.4,6.0,8.2,66.9,1,750,0.286,0
2026-04-23,Shillong Rural,Meghalaya,25.57,91.88,0.59,1,7.45,8.14,6.69,140.3,1,2320,0.295,0
2026-04-24,Shillong Rural,Meghalaya,25.57,91.88,4.8,0,1.81,7.55,4.42,2.5,5,1750,0.346,0
2026-04-25,Shillong Rural,Meghalaya,25.57,91.88,0.38,1,5.98,6.28,7.88,76.0,3,2115,0.322,0
2026-04-26,Shillong Rural,Meghalaya,25.57,91.88,3.03,0,5.28,6.16,5.82,110.9,3,1337,0.402,0
2026-04-27,Shillong Rural,Meghalaya,25.57,91.88,14.21,0,4.42,6.18,6.89,83.5,2,1806,0.36,0
2026-04-28,Shillong Rural,Meghalaya,25.57,91.88,4.92,0,5.34,7.62,8.34,72.7,3,2412,0.367,0
2026-04-29,Shillong Rural,Meghalaya,25.57,91.88,3.5,0,6.5,6.45,7.38,151.7,2,1458,0.306,0
2026-04-30,Shillong Rural,Meghalaya,25.57,91.88,12.12,0,6.64,6.03,7.02,121.6,4,1860,0.621,1
2026-05-01,Shillong Rural,Meghalaya,25.57,91.88,3.07,0,5.98,6.9,6.12,91.9,1,1358,0.216,0
2026-05-02,Shillong Rural,Meghalaya,25.57,91.88,18.15,0,5.16,7.14,7.79,98.0,5,644,0.611,1
2026-05-03,Shillong Rural,Meghalaya,25.57,91.88,6.48,0,1.54,8.12,5.63,68.3,0,1652,0.219,0
2026-05-04,Shillong Rural,Meghalaya,25.57,91.88,7.43,0,1.62,7.6,6.13,29.6,1,1418,0.235,0
2026-05-05,Shillong Rural,Meghalaya,25.57,91.88,1.14,1,1.3,7.65,4.32,28.6,1,2544,0.144,0
2026-05-06,Shillong Rural,Meghalaya,25.57,91.88,11.61,0,2.37,6.41,6.16,104.8,1,1515,0.366,0
2026-05-07,Shillong Rural,Meghalaya,25.57,91.88,8.09,0,6.45,7.03,7.06,115.0,3,1313,0.409,0
2026-05-08,Shillong Rural,Meghalaya,25.57,91.88,0.92,1,4.31,6.51,5.16,92.3,4,1607,0.345,0
2026-05-09,Shillong Rural,Meghalaya,25.57,91.88,12.97,0,5.04,7.2,7.94,113.6,4,2054,0.467,1
2026-05-10,Shillong Rural,Meghalaya,25.57,91.88,1.96,1,3.9,7.32,7.67,44.5,2,1347,0.34,0
2026-05-11,Shillong Rural,Meghalaya,25.57,91.88,1.2,2,1.01,7.54,5.88,51.9,2,845,0.232,0
2026-05-12,Shillong Rural,Meghalaya,25.57,91.88,3.69,0,4.63,6.18,5.0,5.4,3,1273,0.395,0
2026-05-13,Shillong Rural,Meghalaya,25.57,91.88,16.27,0,1.08,8.28,7.99,48.2,3,1161,0.496,1
2026-05-14,Shillong Rural,Meghalaya,25.57,91.88,7.25,0,5.81,7.0,6.53,89.6,0,564,0.278,0
2026-05-15,Shillong Rural,Meghalaya,25.57,91.88,6.46,0,1.02,7.06,7.16,79.2,3,2453,0.39,0
2026-05-16,Shillong Rural,Meghalaya,25.57,91.88,0.94,1,6.1,7.75,5.96,78.0,4,492,0.275,0
2026-05-17,Shillong Rural,Meghalaya,25.57,91.88,17.41,0,7.79,6.83,6.81,60.8,3,382,0.545,1
2026-05-18,Shillong Rural,Meghalaya,25.57,91.88,4.47,0,2.21,6.46,4.1,75.6,4,1805,0.476,1
2026-05-19,Shillong Rural,Meghalaya,25.57,91.88,19.21,0,6.89,6.72,5.53,107.7,3,885,0.613,1
2026-05-20,Shillong Rural,Meghalaya,25.57,91.88,5.58,0,4.7,7.03,6.79,119.2,4,428,0.385,0
2026-05-21,Shillong Rural,Meghalaya,25.57,91.88,1.35,1,2.42,7.06,4.98,15.6,0,484,0.157,0
2026-05-22,Shillong Rural,Meghalaya,25.57,91.88,9.79,0,2.61,7.78,6.52,142.3,3,2617,0.411,0
2026-05-23,Shillong Rural,Meghalaya,25.57,91.88,8.9,0,5.27,7.4,7.14,119.9,1,2534,0.339,0
2026-05-24,Shillong Rural,Meghalaya,25.57,91.88,12.91,0,7.25,6.8,7.46,74.7,0,665,0.393,0
2026-05-25,Shillong Rural,Meghalaya,25.57,91.88,2.83,0,4.27,6.87,6.05,62.3,3,456,0.262,0
2026-05-26,Shillong Rural,Meghalaya,25.57,91.88,3.31,0,1.38,7.57,6.79,15.0,3,2935,0.326,0
2026-05-27,Shillong Rural,Meghalaya,25.57,91.88,13.36,0,3.74,5.86,6.03,109.9,6,786,0.572,1
2026-05-28,Shillong Rural,Meghalaya,25.57,91.88,3.53,0,8.23,6.32,7.09,124.8,1,1884,0.42,0
2026-05-29,Shillong Rural,Meghalaya,25.57,91.88,18.26,0,9.54,7.13,6.08,77.9,0,2651,0.487,1
2026-05-30,Shillong Rural,Meghalaya,25.57,91.88,6.4,0,2.27,7.28,5.64,113.7,4,823,0.434,0
2026-05-31,Shillong Rural,Meghalaya,25.57,91.88,14.77,0,2.35,7.62,6.79,28.4,1,1710,0.293,0
2026-06-01,Shillong Rural,Meghalaya,25.57,91.88,4.34,0,6.28,7.19,8.71,65.2,1,1337,0.306,0
2026-06-02,Shillong Rural,Meghalaya,25.57,91.88,28.59,0,9.49,7.08,6.65,120.6,2,936,0.603,1
2026-06-03,Shillong Rural,Meghalaya,25.57,91.88,26.37,0,7.8,7.82,8.47,207.0,2,759,0.546,1
2026-06-04,Shillong Rural,Meghalaya,25.57,91.88,16.96,0,6.55,7.37,6.08,111.3,0,1219,0.366,0
2026-06-05,Shillong Rural,Meghalaya,25.57,91.88,9.42,0,3.93,6.29,8.01,64.4,3,1909,0.356,0
2026-06-06,Shillong Rural,Meghalaya,25.57,91.88,16.87,0,3.72,7.12,6.41,62.4,2,2081,0.508,1
2026-06-07,Shillong Rural,Meghalaya,25.57,91.88,25.46,0,3.7,7.73,4.64,70.9,4,1253,0.626,1
2026-06-08,Shillong Rural,Meghalaya,25.57,91.88,34.03,0,5.48,6.31,7.55,92.9,2,1581,0.673,1
2026-06-09,Shillong Rural,Meghalaya,25.57,91.88,0.25,1,0.76,7.64,6.11,47.9,2,2713,0.246,0
2026-06-10,Shillong Rural,Meghalaya,25.57,91.88,8.89,0,6.42,7.68,5.4,84.1,2,2584,0.366,0
2026-06-11,Shillong Rural,Meghalaya,25.57,91.88,14.04,0,1.39,6.76,7.06,57.0,4,2871,0.494,1
2026-06-12,Shillong Rural,Meghalaya,25.57,91.88,12.38,0,7.94,7.9,6.22,73.7,2,481,0.427,0
2026-06-13,Shillong Rural,Meghalaya,25.57,91.88,7.98,0,1.55,7.81,7.56,60.5,3,728,0.399,0
2026-06-14,Shillong Rural,Meghalaya,25.57,91.88,6.67,0,5.52,6.87,5.59,65.0,2,732,0.376,0
2026-06-15,Shillong Rural,Meghalaya,25.57,91.88,7.96,0,3.59,6.08,7.15,79.9,2,1259,0.417,0
2026-06-16,Shillong Rural,Meghalaya,25.57,91.88,8.39,0,8.08,6.91,7.45,127.0,2,506,0.437,0
2026-06-17,Shillong Rural,Meghalaya,25.57,91.88,41.52,0,8.91,6.49,4.53,158.6,2,1440,0.752,1
2026-06-18,Shillong Rural,Meghalaya,25.57,91.88,9.71,0,4.62,7.29,6.49,96.2,2,384,0.353,0
2026-06-19,Shillong Rural,Meghalaya,25.57,91.88,34.84,0,6.47,7.41,6.34,47.6,1,2148,0.563,1
2026-06-20,Shillong Rural,Meghalaya,25.57,91.88,53.85,0,11.58,6.06,2.89,159.8,2,1044,0.885,1
2026-06-21,Shillong Rural,Meghalaya,25.57,91.88,14.24,0,4.17,6.51,8.1,138.1,1,614,0.33,0
2026-06-22,Shillong Rural,Meghalaya,25.57,91.88,18.51,0,9.56,6.71,6.89,72.4,2,1380,0.565,1
2026-06-23,Shillong Rural,Meghalaya,25.57,91.88,26.46,0,10.51,7.11,3.98,116.1,1,1419,0.662,1
2026-06-24,Shillong Rural,Meghalaya,25.57,91.88,25.08,0,0.7,7.35,6.59,69.7,1,2342,0.326,0
2026-06-25,Shillong Rural,Meghalaya,25.57,91.88,30.39,0,5.24,7.15,5.34,116.0,4,1115,0.783,1
2026-06-26,Shillong Rural,Meghalaya,25.57,91.88,32.01,0,4.05,6.27,6.38,22.6,1,2342,0.58,1
2026-06-27,Shillong Rural,Meghalaya,25.57,91.88,2.23,0,6.17,6.73,6.72,144.6,2,373,0.334,0
2026-06-28,Shillong Rural,Meghalaya,25.57,91.88,3.04,0,4.25,6.54,5.64,59.5,1,451,0.191,0
2026-06-29,Shillong Rural,Meghalaya,25.57,91.88,74.25,0,11.48,6.62,7.38,136.0,1,654,0.861,1
2026-01-01,Imphal East,Manipur,24.82,93.95,8.08,0,3.57,6.69,6.3,111.1,1,1848,0.291,0
2026-01-02,Imphal East,Manipur,24.82,93.95,19.73,0,4.13,7.28,5.73,33.2,2,1138,0.459,1
2026-01-03,Imphal East,Manipur,24.82,93.95,2.81,0,3.38,7.09,8.83,18.9,2,1907,0.248,0
2026-01-04,Imphal East,Manipur,24.82,93.95,6.89,0,4.55,6.64,9.02,70.6,1,1623,0.276,0
2026-01-05,Imphal East,Manipur,24.82,93.95,12.68,0,0.52,8.23,6.85,30.9,3,864,0.418,0
2026-01-06,Imphal East,Manipur,24.82,93.95,1.15,1,3.31,7.7,6.01,75.0,4,2368,0.367,0
2026-01-07,Imphal East,Manipur,24.82,93.95,4.19,0,4.96,6.63,6.55,121.2,2,1269,0.301,0
2026-01-08,Imphal East,Manipur,24.82,93.95,0.45,1,2.72,6.36,3.5,77.7,2,2602,0.283,0
2026-01-09,Imphal East,Manipur,24.82,93.95,2.5,0,2.73,6.78,6.11,75.1,4,1540,0.339,0
2026-01-10,Imphal East,Manipur,24.82,93.95,16.77,0,2.65,7.19,4.61,64.8,2,848,0.46,1
2026-01-11,Imphal East,Manipur,24.82,93.95,0.47,1,6.35,7.18,8.02,109.4,1,1026,0.27,0
2026-01-12,Imphal East,Manipur,24.82,93.95,9.29,0,7.73,7.19,7.3,141.3,3,613,0.402,0
2026-01-13,Imphal East,Manipur,24.82,93.95,7.7,0,6.18,7.59,7.27,113.0,2,345,0.303,0
2026-01-14,Imphal East,Manipur,24.82,93.95,11.92,0,5.76,7.33,4.96,95.4,0,2300,0.261,0
2026-01-15,Imphal East,Manipur,24.82,93.95,2.34,0,4.58,7.55,7.73,72.8,3,2396,0.243,0
2026-01-16,Imphal East,Manipur,24.82,93.95,18.09,0,5.23,7.18,5.61,90.3,3,2340,0.494,1
2026-01-17,Imphal East,Manipur,24.82,93.95,6.84,0,9.48,8.6,6.28,98.1,4,2413,0.571,1
2026-01-18,Imphal East,Manipur,24.82,93.95,9.04,0,3.11,7.62,8.26,104.1,3,2558,0.385,0
2026-01-19,Imphal East,Manipur,24.82,93.95,15.56,0,5.13,7.79,4.69,89.3,0,399,0.354,0
2026-01-20,Imphal East,Manipur,24.82,93.95,16.68,0,2.99,6.73,5.29,104.9,2,2449,0.371,0
2026-01-21,Imphal East,Manipur,24.82,93.95,0.14,1,3.53,7.26,5.68,52.9,5,2990,0.35,0
2026-01-22,Imphal East,Manipur,24.82,93.95,1.82,2,3.18,6.75,6.21,31.7,3,1108,0.18,0
2026-01-23,Imphal East,Manipur,24.82,93.95,8.58,0,6.61,7.42,5.54,71.1,1,1838,0.247,0
2026-01-24,Imphal East,Manipur,24.82,93.95,5.15,0,5.91,6.83,8.05,109.9,4,1881,0.476,1
2026-01-25,Imphal East,Manipur,24.82,93.95,8.26,0,4.05,5.96,5.27,67.8,3,2373,0.414,0
2026-01-26,Imphal East,Manipur,24.82,93.95,4.57,0,4.74,6.15,6.64,112.9,1,1395,0.313,0
2026-01-27,Imphal East,Manipur,24.82,93.95,2.16,0,6.41,7.26,4.65,85.1,3,1052,0.353,0
2026-01-28,Imphal East,Manipur,24.82,93.95,6.67,0,5.02,8.05,6.03,83.2,1,1422,0.427,0
2026-01-29,Imphal East,Manipur,24.82,93.95,8.11,0,4.61,7.56,4.92,81.7,1,1003,0.275,0
2026-01-30,Imphal East,Manipur,24.82,93.95,7.05,0,4.54,7.29,5.23,111.0,4,655,0.359,0
2026-01-31,Imphal East,Manipur,24.82,93.95,44.16,0,9.31,7.23,6.01,128.1,2,1864,0.758,1
2026-02-01,Imphal East,Manipur,24.82,93.95,1.39,1,6.27,7.31,8.03,103.9,1,1340,0.218,0
2026-02-02,Imphal East,Manipur,24.82,93.95,19.07,0,6.89,7.33,7.18,88.4,3,1170,0.571,1
2026-02-03,Imphal East,Manipur,24.82,93.95,7.32,0,4.96,7.23,6.34,98.1,2,1118,0.343,0
2026-02-04,Imphal East,Manipur,24.82,93.95,15.73,0,6.56,6.21,6.78,82.2,2,2815,0.473,1
2026-02-05,Imphal East,Manipur,24.82,93.95,5.58,0,2.76,7.96,6.16,76.2,1,1027,0.228,0
2026-02-06,Imphal East,Manipur,24.82,93.95,0.66,1,2.21,6.93,6.54,63.8,3,827,0.249,0
2026-02-07,Imphal East,Manipur,24.82,93.95,4.8,0,4.28,6.93,5.29,91.9,0,2533,0.27,0
2026-02-08,Imphal East,Manipur,24.82,93.95,6.14,0,6.77,6.8,2.57,79.6,4,1525,0.41,0
2026-02-09,Imphal East,Manipur,24.82,93.95,11.87,0,4.57,7.13,6.13,80.5,2,2368,0.29,0
2026-02-10,Imphal East,Manipur,24.82,93.95,26.94,0,3.9,6.58,6.18,33.3,2,1292,0.582,1
2026-02-11,Imphal East,Manipur,24.82,93.95,10.26,0,4.19,6.36,9.35,100.1,2,2579,0.404,0
2026-02-12,Imphal East,Manipur,24.82,93.95,2.14,0,7.36,7.33,6.37,107.7,0,1225,0.264,0
2026-02-13,Imphal East,Manipur,24.82,93.95,0.97,1,7.59,7.35,7.24,53.4,1,383,0.274,0
2026-02-14,Imphal East,Manipur,24.82,93.95,0.86,2,5.46,6.92,7.9,109.6,2,2026,0.258,0
2026-02-15,Imphal East,Manipur,24.82,93.95,8.93,0,5.19,7.33,5.55,152.1,3,1474,0.387,0
2026-02-16,Imphal East,Manipur,24.82,93.95,3.73,0,4.22,5.99,6.73,82.7,0,2902,0.205,0
2026-02-17,Imphal East,Manipur,24.82,93.95,1.39,1,4.44,7.11,7.68,122.1,2,2718,0.199,0
2026-02-18,Imphal East,Manipur,24.82,93.95,0.75,2,3.29,6.86,6.47,75.5,1,2242,0.196,0
2026-02-19,Imphal East,Manipur,24.82,93.95,17.96,0,6.79,5.97,6.69,44.7,4,2675,0.587,1
2026-02-20,Imphal East,Manipur,24.82,93.95,3.65,0,2.31,6.78,7.27,96.3,1,967,0.313,0
2026-02-21,Imphal East,Manipur,24.82,93.95,0.03,1,0.5,5.55,6.53,23.6,2,1364,0.181,0
2026-02-22,Imphal East,Manipur,24.82,93.95,1.46,2,5.45,7.53,6.41,67.9,1,2090,0.268,0
2026-02-23,Imphal East,Manipur,24.82,93.95,19.97,0,1.61,6.96,7.73,21.5,2,535,0.431,0
2026-02-24,Imphal East,Manipur,24.82,93.95,8.46,0,3.37,6.2,6.04,90.0,4,2784,0.466,1
2026-02-25,Imphal East,Manipur,24.82,93.95,39.28,0,7.67,6.35,7.74,147.7,1,860,0.717,1
2026-02-26,Imphal East,Manipur,24.82,93.95,1.43,1,4.48,8.71,7.8,95.3,3,414,0.307,0
2026-02-27,Imphal East,Manipur,24.82,93.95,5.7,0,4.07,5.74,7.32,79.1,1,1334,0.321,0
2026-02-28,Imphal East,Manipur,24.82,93.95,3.91,0,3.31,6.04,8.26,62.2,2,389,0.296,0
2026-03-01,Imphal East,Manipur,24.82,93.95,6.22,0,7.6,7.4,6.42,96.6,1,522,0.346,0
2026-03-02,Imphal East,Manipur,24.82,93.95,5.6,0,2.13,7.27,8.43,96.0,4,2394,0.445,0
2026-03-03,Imphal East,Manipur,24.82,93.95,4.92,0,7.22,7.55,8.97,81.5,1,1459,0.368,0
2026-03-04,Imphal East,Manipur,24.82,93.95,4.65,0,5.32,7.5,6.23,101.2,1,1212,0.316,0
2026-03-05,Imphal East,Manipur,24.82,93.95,1.07,1,3.33,7.42,6.09,98.8,3,509,0.333,0
2026-03-06,Imphal East,Manipur,24.82,93.95,3.92,0,4.32,7.9,7.19,61.2,1,2568,0.212,0
2026-03-07,Imphal East,Manipur,24.82,93.95,6.03,0,7.65,7.57,9.29,110.7,0,1966,0.324,0
2026-03-08,Imphal East,Manipur,24.82,93.95,2.1,0,5.62,7.21,6.48,114.7,3,1171,0.392,0
2026-03-09,Imphal East,Manipur,24.82,93.95,6.01,0,6.08,7.15,5.31,168.8,0,1618,0.232,0
2026-03-10,Imphal East,Manipur,24.82,93.95,1.43,1,3.59,6.92,5.3,102.4,3,2063,0.287,0
2026-03-11,Imphal East,Manipur,24.82,93.95,6.56,0,4.13,6.46,4.93,123.5,1,2576,0.313,0
2026-03-12,Imphal East,Manipur,24.82,93.95,6.47,0,6.24,6.29,6.38,129.6,1,2877,0.32,0
2026-03-13,Imphal East,Manipur,24.82,93.95,10.89,0,10.93,6.51,7.84,81.1,1,1120,0.473,1
2026-03-14,Imphal East,Manipur,24.82,93.95,7.2,0,1.75,7.99,5.29,81.2,1,1369,0.319,0
2026-03-15,Imphal East,Manipur,24.82,93.95,9.82,0,2.84,6.88,6.94,104.0,3,1029,0.282,0
2026-03-16,Imphal East,Manipur,24.82,93.95,2.3,0,2.08,6.71,7.59,112.4,3,1653,0.188,0
2026-03-17,Imphal East,Manipur,24.82,93.95,1.11,1,8.23,7.43,6.57,138.7,2,2398,0.312,0
2026-03-18,Imphal East,Manipur,24.82,93.95,2.92,0,8.58,7.21,7.34,140.6,2,2733,0.484,1
2026-03-19,Imphal East,Manipur,24.82,93.95,11.3,0,3.35,6.98,8.25,67.8,5,2195,0.514,1
2026-03-20,Imphal East,Manipur,24.82,93.95,7.05,0,2.33,7.04,6.65,61.6,3,1964,0.344,0
2026-03-21,Imphal East,Manipur,24.82,93.95,1.12,1,5.43,7.66,5.84,53.4,3,1618,0.345,0
2026-03-22,Imphal East,Manipur,24.82,93.95,2.82,0,2.21,7.39,7.19,84.6,1,969,0.167,0
2026-03-23,Imphal East,Manipur,24.82,93.95,0.2,1,6.93,7.65,6.15,86.0,1,1173,0.299,0
2026-03-24,Imphal East,Manipur,24.82,93.95,15.56,0,3.91,6.9,4.7,70.9,2,1097,0.354,0
2026-03-25,Imphal East,Manipur,24.82,93.95,5.14,0,3.99,6.32,6.17,119.4,2,2741,0.361,0
2026-03-26,Imphal East,Manipur,24.82,93.95,41.72,0,7.14,7.13,7.07,54.7,1,1485,0.717,1
2026-03-27,Imphal East,Manipur,24.82,93.95,57.12,0,9.35,6.4,5.33,115.9,4,1351,0.885,1
2026-03-28,Imphal East,Manipur,24.82,93.95,13.15,0,5.57,6.67,5.98,106.0,0,2106,0.374,0
2026-03-29,Imphal East,Manipur,24.82,93.95,3.04,0,0.5,7.37,6.95,59.0,2,1858,0.342,0
2026-03-30,Imphal East,Manipur,24.82,93.95,3.0,0,4.42,6.44,6.27,40.5,3,2703,0.278,0
2026-03-31,Imphal East,Manipur,24.82,93.95,21.57,0,6.02,7.26,7.39,175.3,4,2400,0.468,1
2026-04-01,Imphal East,Manipur,24.82,93.95,3.12,0,3.95,7.35,5.46,74.4,2,2949,0.288,0
2026-04-02,Imphal East,Manipur,24.82,93.95,4.52,0,0.52,7.93,5.39,27.7,4,2370,0.418,0
2026-04-03,Imphal East,Manipur,24.82,93.95,10.05,0,2.72,6.34,5.94,51.1,2,2725,0.351,0
2026-04-04,Imphal East,Manipur,24.82,93.95,2.47,0,1.57,6.57,7.27,51.1,3,2286,0.225,0
2026-04-05,Imphal East,Manipur,24.82,93.95,5.19,0,5.52,7.39,5.3,92.9,0,1977,0.17,0
2026-04-06,Imphal East,Manipur,24.82,93.95,15.26,0,3.83,5.44,5.87,59.7,1,2560,0.34,0
2026-04-07,Imphal East,Manipur,24.82,93.95,15.2,0,5.79,7.62,5.1,142.7,3,2887,0.443,0
2026-04-08,Imphal East,Manipur,24.82,93.95,11.63,0,5.01,5.82,6.47,98.9,1,1062,0.354,0
2026-04-09,Imphal East,Manipur,24.82,93.95,29.0,0,5.57,7.45,7.7,92.1,2,905,0.636,1
2026-04-10,Imphal East,Manipur,24.82,93.95,3.6,0,2.94,6.77,9.0,86.4,0,1636,0.147,0
2026-04-11,Imphal East,Manipur,24.82,93.95,8.92,0,8.5,7.04,4.88,83.7,2,309,0.369,0
2026-04-12,Imphal East,Manipur,24.82,93.95,3.39,0,0.5,6.75,6.63,67.2,2,375,0.263,0
2026-04-13,Imphal East,Manipur,24.82,93.95,9.01,0,5.63,6.32,7.4,69.5,3,2345,0.38,0
2026-04-14,Imphal East,Manipur,24.82,93.95,7.07,0,6.27,7.73,6.26,89.2,3,2975,0.329,0
